A;;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES;HERNAD TELJES
224;10jan2215  0700;150.30;150.32;151.06;151.19;163.99;103.76;103.80;104.07;104.08;104.65;104.66;108.19;108.19;108.47;108.46;97.92;120.25;120.26;123.65;125.38;126.14;126.13;129.41;129.42;129.44;130.71;130.73;130.81;138.97;138.97;149.05;149.50;149.52;149.52
225;10jan2215  0800;150.30;150.31;151.05;151.19;163.99;103.75;103.79;104.06;104.07;104.65;104.65;108.18;108.18;108.47;108.45;97.91;120.24;120.25;123.64;125.37;126.13;126.12;129.40;129.41;129.44;130.70;130.72;130.80;138.97;138.96;149.05;149.50;149.51;149.52
226;10jan2215  0900;150.29;150.30;151.05;151.18;163.98;103.74;103.78;104.05;104.06;104.64;104.64;108.17;108.18;108.46;108.44;97.90;120.23;120.24;123.64;125.36;126.12;126.11;129.39;129.41;129.43;130.69;130.71;130.79;138.96;138.96;149.04;149.50;149.51;149.51
227;10jan2215  1000;150.28;150.29;151.04;151.18;163.98;103.73;103.77;104.04;104.05;104.63;104.64;108.16;108.17;108.45;108.43;97.89;120.23;120.23;123.63;125.35;126.11;126.10;129.39;129.40;129.42;130.68;130.71;130.78;138.96;138.95;149.04;149.49;149.51;149.51
228;10jan2215  1100;150.27;150.29;151.04;151.17;163.97;103.72;103.76;104.03;104.04;104.63;104.63;108.16;108.16;108.44;108.42;97.88;120.22;120.22;123.63;125.34;126.11;126.09;129.38;129.39;129.42;130.67;130.70;130.78;138.95;138.95;149.04;149.49;149.50;149.51
229;10jan2215  1200;150.27;150.28;151.04;151.17;163.96;103.71;103.75;104.02;104.03;104.62;104.62;108.15;108.15;108.43;108.42;97.87;120.21;120.22;123.62;125.33;126.10;126.09;129.37;129.39;129.41;130.67;130.69;130.77;138.94;138.94;149.04;149.49;149.50;149.50
230;10jan2215  1300;150.26;150.27;151.03;151.16;163.96;103.70;103.74;104.01;104.02;104.61;104.62;108.14;108.15;108.42;108.41;97.86;120.20;120.21;123.61;125.32;126.09;126.08;129.37;129.38;129.40;130.66;130.68;130.77;138.94;138.94;149.03;149.48;149.50;149.50
231;10jan2215  1400;150.25;150.27;151.03;151.16;163.95;103.69;103.73;104.00;104.01;104.61;104.61;108.14;108.14;108.42;108.40;97.85;120.20;120.20;123.61;125.31;126.08;126.07;129.36;129.37;129.40;130.65;130.67;130.76;138.93;138.93;149.03;149.48;149.49;149.50
232;10jan2215  1500;150.25;150.26;151.02;151.15;163.95;103.68;103.72;103.99;104.00;104.60;104.60;108.13;108.13;108.41;108.39;97.84;120.19;120.20;123.60;125.30;126.07;126.06;129.36;129.37;129.39;130.64;130.66;130.76;138.93;138.92;149.03;149.48;149.49;149.49
233;10jan2215  1600;150.24;150.25;151.02;151.15;163.94;103.67;103.71;103.98;103.99;104.59;104.59;108.12;108.13;108.40;108.39;97.83;120.18;120.19;123.60;125.29;126.06;126.05;129.35;129.36;129.38;130.63;130.66;130.75;138.92;138.92;149.03;149.47;149.49;149.49
234;10jan2215  1700;150.23;150.24;151.01;151.14;163.94;103.66;103.70;103.97;103.98;104.58;104.59;108.11;108.12;108.39;108.38;97.82;120.17;120.18;123.59;125.28;126.06;126.05;129.34;129.36;129.38;130.62;130.65;130.74;138.92;138.91;149.02;149.47;149.48;149.49
235;10jan2215  1800;150.23;150.24;151.01;151.14;163.93;103.66;103.69;103.96;103.97;104.58;104.58;108.11;108.11;108.38;108.37;97.81;120.17;120.17;123.59;125.27;126.05;126.04;129.34;129.35;129.37;130.61;130.64;130.74;138.91;138.91;149.02;149.47;149.48;149.49
236;10jan2215  1900;150.22;150.23;151.00;151.13;163.93;103.65;103.68;103.96;103.96;104.57;104.57;108.10;108.10;108.38;108.36;97.80;120.16;120.17;123.58;125.26;126.04;126.03;129.33;129.34;129.36;130.61;130.63;130.73;138.91;138.90;149.02;149.47;149.48;149.48
237;10jan2215  2000;150.22;150.23;151.00;151.13;163.92;103.64;103.67;103.95;103.95;104.56;104.57;108.09;108.10;108.37;108.35;97.79;120.15;120.16;123.58;125.26;126.03;126.02;129.33;129.34;129.36;130.60;130.62;130.73;138.90;138.90;149.02;149.46;149.48;149.48
238;10jan2215  2100;150.21;150.22;150.99;151.12;163.92;103.63;103.66;103.94;103.94;104.56;104.56;108.08;108.09;108.36;108.35;97.78;120.15;120.15;123.57;125.25;126.03;126.02;129.32;129.33;129.35;130.59;130.61;130.72;138.89;138.89;149.02;149.46;149.47;149.48
239;10jan2215  2200;150.20;150.21;150.99;151.12;163.91;103.62;103.65;103.93;103.93;104.55;104.56;108.08;108.08;108.35;108.34;97.78;120.14;120.14;123.57;125.24;126.02;126.01;129.31;129.33;129.35;130.58;130.61;130.72;138.89;138.88;149.01;149.46;149.47;149.47
240;10jan2215  2300;150.20;150.21;150.99;151.11;163.91;103.61;103.64;103.92;103.92;104.55;104.55;108.07;108.07;108.35;108.33;97.77;120.13;120.14;123.56;125.23;126.01;126.00;129.31;129.32;129.34;130.57;130.60;130.72;138.88;138.88;149.01;149.46;149.47;149.47
241;11jan2215  0000;150.19;150.20;150.98;151.11;163.90;103.60;103.64;103.91;103.92;104.54;104.54;108.06;108.07;108.34;108.32;97.76;120.12;120.13;123.56;125.22;126.00;125.99;129.30;129.31;129.33;130.57;130.59;130.71;138.88;138.87;149.01;149.45;149.46;149.47
242;11jan2215  0100;150.19;150.20;150.98;151.11;163.90;103.60;103.63;103.90;103.91;104.53;104.54;108.05;108.06;108.33;108.32;97.75;120.12;120.12;123.55;125.21;126.00;125.99;129.30;129.31;129.33;130.56;130.58;130.71;138.87;138.87;149.01;149.45;149.46;149.47
243;11jan2215  0200;150.18;150.19;150.97;151.10;163.89;103.59;103.62;103.89;103.90;104.53;104.53;108.05;108.05;108.32;108.31;97.74;120.11;120.12;123.55;125.20;125.99;125.98;129.29;129.30;129.32;130.55;130.58;130.70;138.87;138.86;149.01;149.45;149.46;149.46
244;11jan2215  0300;150.17;150.18;150.97;151.10;163.89;103.58;103.61;103.89;103.89;104.52;104.53;108.04;108.05;108.32;108.30;97.73;120.10;120.11;123.54;125.20;125.98;125.97;129.28;129.30;129.32;130.54;130.57;130.70;138.86;138.86;149.01;149.44;149.46;149.46
245;11jan2215  0400;150.17;150.18;150.96;151.09;163.88;103.57;103.60;103.88;103.88;104.52;104.52;108.03;108.04;108.31;108.30;97.72;120.10;120.10;123.53;125.19;125.98;125.97;129.28;129.29;129.31;130.54;130.56;130.69;138.86;138.85;149.00;149.44;149.45;149.46
246;11jan2215  0500;150.16;150.17;150.96;151.09;163.88;103.56;103.60;103.87;103.87;104.51;104.51;108.03;108.03;108.30;108.29;97.71;120.09;120.10;123.53;125.18;125.97;125.96;129.27;129.28;129.30;130.53;130.55;130.69;138.85;138.85;149.00;149.44;149.45;149.45
247;11jan2215  0600;150.16;150.17;150.96;151.09;163.87;103.56;103.59;103.86;103.87;104.51;104.51;108.02;108.02;108.30;108.28;97.71;120.08;120.09;123.52;125.17;125.96;125.95;129.27;129.28;129.30;130.52;130.55;130.68;138.85;138.84;149.00;149.44;149.45;149.45
248;11jan2215  0700;150.15;150.16;150.95;151.08;163.87;103.55;103.58;103.85;103.86;104.50;104.50;108.01;108.02;108.29;108.27;97.70;120.08;120.08;123.52;125.17;125.96;125.95;129.26;129.27;129.29;130.51;130.54;130.68;138.84;138.84;149.00;149.43;149.45;149.45
249;11jan2215  0800;150.15;150.16;150.95;151.08;163.87;103.54;103.57;103.85;103.85;104.50;104.50;108.01;108.01;108.28;108.27;97.69;120.07;120.08;123.51;125.16;125.95;125.94;129.26;129.27;129.29;130.51;130.53;130.68;138.84;138.84;149.00;149.43;149.44;149.45
250;11jan2215  0900;150.14;150.15;150.94;151.08;163.86;103.53;103.57;103.84;103.84;104.49;104.49;108.00;108.00;108.27;108.26;97.68;120.07;120.07;123.51;125.15;125.95;125.94;129.25;129.26;129.28;130.50;130.52;130.67;138.83;138.83;149.00;149.43;149.44;149.44
251;11jan2215  1000;150.14;150.15;150.94;151.07;163.86;103.53;103.56;103.83;103.83;104.49;104.49;107.99;108.00;108.27;108.26;97.67;120.06;120.07;123.50;125.14;125.94;125.93;129.25;129.26;129.28;130.49;130.52;130.67;138.83;138.83;148.99;149.43;149.44;149.44
252;11jan2215  1100;150.13;150.14;150.94;151.07;163.85;103.52;103.55;103.82;103.83;104.48;104.49;107.99;107.99;108.26;108.25;97.67;120.05;120.06;123.50;125.14;125.93;125.92;129.24;129.25;129.27;130.49;130.51;130.66;138.82;138.82;148.99;149.42;149.44;149.44
253;11jan2215  1200;150.13;150.14;150.93;151.06;163.85;103.51;103.54;103.82;103.82;104.48;104.48;107.98;107.99;108.26;108.24;97.66;120.05;120.05;123.49;125.13;125.93;125.92;129.24;129.25;129.27;130.48;130.50;130.66;138.82;138.82;148.99;149.42;149.43;149.44
254;11jan2215  1300;150.12;150.13;150.93;151.06;163.84;103.50;103.54;103.81;103.81;104.47;104.48;107.98;107.98;108.25;108.24;97.65;120.04;120.05;123.49;125.12;125.92;125.91;129.23;129.24;129.26;130.47;130.50;130.66;138.82;138.81;148.99;149.42;149.43;149.43
255;11jan2215  1400;150.12;150.13;150.93;151.06;163.84;103.49;103.53;103.80;103.80;104.47;104.47;107.97;107.97;108.24;108.23;97.65;120.04;120.04;123.49;125.12;125.91;125.90;129.23;129.24;129.26;130.47;130.49;130.65;138.81;138.81;148.99;149.42;149.43;149.43
256;11jan2215  1500;150.11;150.12;150.92;151.05;163.84;103.49;103.52;103.79;103.80;104.46;104.47;107.96;107.97;108.24;108.22;97.64;120.03;120.04;123.48;125.11;125.91;125.90;129.22;129.23;129.25;130.46;130.48;130.65;138.81;138.80;148.99;149.41;149.42;149.43
257;11jan2215  1600;150.11;150.12;150.92;151.05;163.83;103.48;103.51;103.79;103.79;104.46;104.46;107.96;107.96;108.23;108.22;97.63;120.03;120.03;123.48;125.10;125.90;125.89;129.22;129.23;129.25;130.45;130.48;130.65;138.80;138.80;148.99;149.41;149.42;149.43
258;11jan2215  1700;150.10;150.11;150.91;151.04;163.83;103.47;103.51;103.78;103.78;104.46;104.46;107.95;107.96;108.23;108.21;97.62;120.02;120.03;123.47;125.10;125.90;125.89;129.21;129.22;129.24;130.45;130.47;130.64;138.80;138.80;148.99;149.41;149.42;149.42
259;11jan2215  1800;150.10;150.11;150.91;151.04;163.82;103.47;103.50;103.77;103.78;104.45;104.46;107.95;107.95;108.22;108.21;97.62;120.02;120.02;123.47;125.09;125.89;125.88;129.21;129.22;129.24;130.44;130.46;130.64;138.79;138.79;148.99;149.41;149.42;149.42
260;11jan2215  1900;150.09;150.10;150.91;151.04;163.82;103.46;103.49;103.77;103.77;104.45;104.45;107.94;107.94;108.21;108.20;97.61;120.01;120.02;123.46;125.08;125.88;125.88;129.20;129.21;129.23;130.43;130.46;130.64;138.79;138.79;148.99;149.40;149.41;149.42
261;11jan2215  2000;150.09;150.10;150.90;151.03;163.82;103.45;103.49;103.76;103.76;104.44;104.45;107.93;107.94;108.21;108.20;97.60;120.01;120.01;123.46;125.08;125.88;125.87;129.20;129.21;129.23;130.43;130.45;130.63;138.78;138.78;148.99;149.40;149.41;149.42
262;11jan2215  2100;150.08;150.09;150.90;151.03;163.81;103.45;103.48;103.75;103.76;104.44;104.45;107.93;107.93;108.20;108.19;97.59;120.00;120.01;123.46;125.07;125.87;125.86;129.19;129.20;129.22;130.42;130.44;130.63;138.78;138.78;148.98;149.40;149.41;149.41
263;11jan2215  2200;150.08;150.09;150.90;151.03;163.81;103.44;103.47;103.75;103.75;104.44;104.44;107.92;107.93;108.20;108.18;97.59;120.00;120.00;123.45;125.07;125.87;125.86;129.19;129.20;129.22;130.41;130.44;130.63;138.78;138.77;148.98;149.40;149.41;149.41
264;11jan2215  2300;150.08;150.08;150.90;151.02;163.80;103.43;103.47;103.74;103.74;104.43;104.44;107.92;107.92;108.19;108.18;97.58;119.99;120.00;123.45;125.06;125.86;125.85;129.18;129.19;129.21;130.41;130.43;130.62;138.77;138.77;148.98;149.40;149.40;149.41
265;12jan2215  0000;150.07;150.08;150.89;151.02;163.80;103.43;103.46;103.73;103.74;104.43;104.44;107.91;107.92;108.19;108.17;97.57;119.99;119.99;123.44;125.05;125.86;125.85;129.18;129.19;129.21;130.40;130.42;130.62;138.77;138.77;148.98;149.39;149.40;149.41
266;12jan2215  0100;150.07;150.08;150.89;151.02;163.80;103.42;103.45;103.73;103.73;104.43;104.43;107.91;107.91;108.18;108.17;97.57;119.98;119.99;123.44;125.05;125.85;125.84;129.17;129.18;129.20;130.39;130.42;130.62;138.77;138.76;148.98;149.39;149.40;149.40
267;12jan2215  0200;150.06;150.07;150.89;151.01;163.81;103.41;103.45;103.72;103.72;104.42;104.43;107.90;107.91;108.17;108.16;97.56;119.98;119.98;123.43;125.04;125.84;125.84;129.17;129.18;129.20;130.39;130.41;130.61;138.76;138.76;148.98;149.39;149.40;149.40
268;12jan2215  0300;150.06;150.07;150.88;151.01;163.81;103.41;103.44;103.71;103.72;104.42;104.43;107.90;107.90;108.17;108.16;97.55;119.97;119.98;123.43;125.03;125.84;125.83;129.16;129.18;129.19;130.38;130.40;130.61;138.76;138.76;148.98;149.39;149.39;149.40
269;12jan2215  0400;150.05;150.06;150.88;151.01;163.81;103.40;103.43;103.71;103.71;104.42;104.42;107.89;107.90;108.16;108.15;97.55;119.97;119.97;123.43;125.03;125.83;125.82;129.16;129.17;129.19;130.37;130.40;130.61;138.75;138.75;148.98;149.38;149.39;149.40
270;12jan2215  0500;150.05;150.06;150.88;151.00;163.81;103.39;103.43;103.70;103.70;104.42;104.42;107.89;107.89;108.16;108.15;97.54;119.96;119.97;123.42;125.02;125.83;125.82;129.16;129.17;129.18;130.37;130.39;130.60;138.75;138.75;148.98;149.38;149.39;149.39
271;12jan2215  0600;150.05;150.06;150.88;151.00;163.81;103.39;103.42;103.70;103.70;104.41;104.42;107.88;107.89;108.15;108.14;97.53;119.96;119.96;123.42;125.02;125.82;125.81;129.15;129.16;129.18;130.36;130.39;130.60;138.75;138.74;148.98;149.38;149.39;149.39
272;12jan2215  0700;150.05;150.06;150.88;151.01;163.82;103.38;103.42;103.69;103.69;104.41;104.42;107.88;107.88;108.15;108.14;97.53;119.95;119.96;123.42;125.01;125.82;125.81;129.15;129.16;129.18;130.36;130.38;130.60;138.74;138.74;148.98;149.38;149.39;149.39
273;12jan2215  0800;150.05;150.06;150.88;151.01;163.82;103.38;103.41;103.68;103.69;104.41;104.41;107.87;107.87;108.14;108.13;97.52;119.95;119.95;123.41;125.00;125.81;125.80;129.14;129.15;129.17;130.35;130.37;130.60;138.74;138.74;148.98;149.38;149.39;149.39
274;12jan2215  0900;150.06;150.07;150.88;151.01;163.82;103.37;103.40;103.68;103.68;104.41;104.41;107.87;107.87;108.14;108.12;97.51;119.94;119.95;123.41;125.00;125.81;125.80;129.14;129.15;129.17;130.34;130.37;130.59;138.74;138.74;148.98;149.38;149.39;149.39
275;12jan2215  1000;150.06;150.07;150.89;151.01;163.82;103.36;103.40;103.67;103.68;104.40;104.41;107.86;107.86;108.13;108.12;97.51;119.94;119.94;123.40;124.99;125.80;125.79;129.14;129.15;129.16;130.34;130.36;130.59;138.74;138.73;148.98;149.38;149.39;149.40
276;12jan2215  1100;150.06;150.07;150.89;151.01;163.83;103.36;103.39;103.67;103.67;104.40;104.41;107.85;107.86;108.12;108.11;97.50;119.93;119.94;123.40;124.99;125.80;125.79;129.13;129.14;129.16;130.33;130.36;130.59;138.74;138.73;148.98;149.39;149.40;149.40
277;12jan2215  1200;150.07;150.07;150.89;151.02;163.83;103.35;103.39;103.66;103.66;104.40;104.40;107.85;107.85;108.12;108.11;97.50;119.93;119.94;123.40;124.98;125.79;125.78;129.13;129.14;129.16;130.33;130.35;130.58;138.74;138.74;148.98;149.39;149.40;149.40
278;12jan2215  1300;150.07;150.08;150.89;151.02;163.83;103.35;103.38;103.65;103.66;104.40;104.40;107.84;107.85;108.11;108.10;97.49;119.93;119.93;123.39;124.98;125.79;125.78;129.13;129.14;129.15;130.32;130.35;130.58;138.74;138.74;148.98;149.39;149.40;149.40
279;12jan2215  1400;150.07;150.08;150.89;151.02;163.83;103.34;103.37;103.65;103.65;104.39;104.40;107.84;107.84;108.11;108.10;97.48;119.92;119.93;123.39;124.97;125.78;125.77;129.12;129.13;129.15;130.32;130.35;130.58;138.74;138.74;148.98;149.39;149.40;149.40
280;12jan2215  1500;150.07;150.08;150.89;151.02;163.83;103.33;103.37;103.64;103.65;104.39;104.40;107.83;107.84;108.10;108.09;97.48;119.92;119.92;123.39;124.97;125.78;125.77;129.12;129.13;129.15;130.32;130.35;130.58;138.74;138.74;148.98;149.39;149.40;149.40
281;12jan2215  1600;150.08;150.08;150.90;151.03;163.84;103.33;103.36;103.64;103.64;104.39;104.39;107.83;107.83;108.10;108.09;97.47;119.91;119.92;123.38;124.96;125.78;125.77;129.12;129.13;129.15;130.32;130.35;130.58;138.75;138.74;148.98;149.39;149.40;149.41
282;12jan2215  1700;150.08;150.09;150.90;151.03;163.84;103.32;103.36;103.63;103.63;104.38;104.39;107.82;107.83;108.09;108.08;97.47;119.91;119.92;123.38;124.96;125.77;125.77;129.12;129.13;129.15;130.32;130.35;130.58;138.75;138.75;148.98;149.39;149.40;149.41
283;12jan2215  1800;150.08;150.09;150.90;151.03;163.84;103.32;103.35;103.62;103.63;104.38;104.39;107.82;107.82;108.09;108.08;97.46;119.91;119.91;123.38;124.96;125.77;125.77;129.13;129.14;129.15;130.33;130.35;130.58;138.75;138.75;148.98;149.40;149.41;149.41
284;12jan2215  1900;150.08;150.09;150.90;151.03;163.84;103.31;103.35;103.62;103.62;104.38;104.38;107.81;107.82;108.08;108.07;97.46;119.90;119.91;123.38;124.96;125.78;125.77;129.13;129.14;129.16;130.33;130.36;130.59;138.75;138.75;148.99;149.40;149.41;149.41
285;12jan2215  2000;150.09;150.09;150.90;151.03;163.84;103.31;103.34;103.61;103.62;104.37;104.38;107.81;107.81;108.08;108.07;97.45;119.90;119.91;123.38;124.96;125.78;125.77;129.13;129.14;129.16;130.33;130.36;130.59;138.75;138.75;148.99;149.40;149.41;149.41
286;12jan2215  2100;150.09;150.10;150.90;151.03;163.84;103.30;103.34;103.61;103.61;104.37;104.38;107.81;107.81;108.07;108.06;97.44;119.90;119.91;123.38;124.96;125.78;125.77;129.13;129.14;129.16;130.34;130.36;130.59;138.76;138.75;148.99;149.40;149.41;149.41
287;12jan2215  2200;150.09;150.10;150.91;151.04;163.85;103.29;103.33;103.60;103.60;104.37;104.37;107.80;107.81;108.07;108.06;97.44;119.90;119.91;123.38;124.96;125.78;125.78;129.14;129.15;129.16;130.34;130.37;130.59;138.76;138.76;148.99;149.40;149.41;149.41
288;12jan2215  2300;150.09;150.10;150.91;151.04;163.85;103.29;103.32;103.60;103.60;104.36;104.37;107.80;107.80;108.06;108.05;97.43;119.90;119.91;123.38;124.96;125.79;125.78;129.14;129.15;129.17;130.35;130.37;130.59;138.76;138.76;148.99;149.40;149.41;149.41
289;13jan2215  0000;150.09;150.10;150.91;151.04;163.85;103.28;103.32;103.59;103.59;104.36;104.37;107.79;107.80;108.06;108.05;97.43;119.91;119.91;123.39;124.97;125.79;125.78;129.14;129.15;129.17;130.35;130.37;130.60;138.76;138.76;148.99;149.40;149.41;149.42
290;13jan2215  0100;150.09;150.10;150.91;151.04;163.85;103.28;103.31;103.58;103.59;104.36;104.37;107.79;107.79;108.06;108.05;97.42;119.91;119.91;123.39;124.97;125.79;125.78;129.14;129.15;129.17;130.35;130.38;130.60;138.76;138.76;148.99;149.40;149.41;149.42
291;13jan2215  0200;150.10;150.11;150.91;151.04;163.85;103.27;103.31;103.58;103.58;104.36;104.36;107.79;107.79;108.05;108.04;97.42;119.91;119.92;123.39;124.97;125.80;125.79;129.15;129.16;129.17;130.36;130.38;130.60;138.77;138.76;148.99;149.40;149.41;149.42
292;13jan2215  0300;150.10;150.11;150.91;151.04;163.85;103.27;103.31;103.57;103.58;104.35;104.36;107.78;107.79;108.05;108.04;97.41;119.91;119.92;123.39;124.98;125.80;125.79;129.15;129.16;129.18;130.36;130.38;130.60;138.77;138.76;148.99;149.41;149.42;149.42
293;13jan2215  0400;150.10;150.11;150.91;151.04;163.85;103.27;103.30;103.57;103.57;104.35;104.36;107.78;107.79;108.05;108.04;97.41;119.92;119.92;123.40;124.98;125.80;125.79;129.15;129.16;129.18;130.36;130.39;130.60;138.77;138.77;148.99;149.41;149.42;149.42
294;13jan2215  0500;150.10;150.11;150.92;151.05;163.86;103.26;103.30;103.57;103.57;104.35;104.36;107.78;107.79;108.05;108.04;97.40;119.92;119.92;123.40;124.98;125.80;125.80;129.15;129.16;129.18;130.36;130.39;130.60;138.77;138.77;148.99;149.41;149.42;149.42
295;13jan2215  0600;150.10;150.11;150.92;151.05;163.86;103.26;103.29;103.56;103.57;104.35;104.36;107.78;107.79;108.05;108.04;97.40;119.92;119.93;123.40;124.98;125.81;125.80;129.15;129.16;129.18;130.37;130.39;130.60;138.77;138.77;148.99;149.41;149.42;149.42
296;13jan2215  0700;150.10;150.11;150.92;151.05;163.86;103.26;103.29;103.56;103.56;104.35;104.36;107.78;107.79;108.05;108.04;97.40;119.92;119.93;123.40;124.99;125.81;125.80;129.16;129.17;129.18;130.37;130.40;130.61;138.77;138.77;148.99;149.41;149.42;149.42
297;13jan2215  0800;150.11;150.12;150.92;151.05;163.86;103.25;103.29;103.56;103.56;104.35;104.36;107.78;107.79;108.05;108.04;97.39;119.93;119.93;123.40;124.99;125.81;125.80;129.16;129.17;129.19;130.37;130.40;130.61;138.78;138.77;148.99;149.41;149.42;149.42
298;13jan2215  0900;150.11;150.12;150.92;151.05;163.86;103.25;103.29;103.56;103.56;104.35;104.36;107.78;107.79;108.05;108.04;97.39;119.93;119.93;123.40;124.99;125.81;125.81;129.16;129.17;129.19;130.38;130.40;130.61;138.78;138.77;148.99;149.41;149.42;149.42
299;13jan2215  1000;150.11;150.12;150.92;151.05;163.86;103.25;103.29;103.56;103.56;104.35;104.36;107.79;107.79;108.05;108.04;97.38;119.93;119.94;123.41;125.00;125.82;125.81;129.16;129.17;129.19;130.38;130.40;130.61;138.78;138.78;148.99;149.41;149.42;149.42
300;13jan2215  1100;150.11;150.12;150.92;151.05;163.86;103.25;103.29;103.56;103.56;104.35;104.36;107.79;107.79;108.06;108.05;97.38;119.93;119.94;123.41;125.00;125.82;125.81;129.16;129.17;129.19;130.38;130.41;130.61;138.78;138.78;148.99;149.41;149.42;149.42
301;13jan2215  1200;150.11;150.12;150.92;151.05;163.86;103.26;103.29;103.56;103.56;104.35;104.36;107.79;107.80;108.06;108.05;97.38;119.93;119.94;123.41;125.00;125.82;125.81;129.16;129.18;129.19;130.38;130.41;130.61;138.78;138.78;148.99;149.41;149.42;149.43
302;13jan2215  1300;150.11;150.12;150.92;151.05;163.86;103.26;103.29;103.56;103.57;104.35;104.36;107.79;107.80;108.06;108.05;97.38;119.94;119.94;123.41;125.00;125.82;125.82;129.17;129.18;129.20;130.39;130.41;130.61;138.78;138.78;148.99;149.41;149.42;149.43
303;13jan2215  1400;150.11;150.12;150.92;151.05;163.86;103.26;103.30;103.57;103.57;104.36;104.36;107.80;107.80;108.07;108.06;97.38;119.94;119.94;123.41;125.01;125.83;125.82;129.17;129.18;129.20;130.39;130.41;130.61;138.78;138.78;148.99;149.41;149.42;149.43
304;13jan2215  1500;150.11;150.12;150.92;151.06;163.86;103.26;103.30;103.57;103.57;104.36;104.36;107.80;107.80;108.07;108.06;97.38;119.94;119.95;123.41;125.01;125.83;125.82;129.17;129.18;129.20;130.39;130.41;130.62;138.78;138.78;148.99;149.41;149.42;149.43
305;13jan2215  1600;150.12;150.12;150.93;151.06;163.87;103.26;103.30;103.57;103.57;104.36;104.37;107.80;107.81;108.07;108.06;97.39;119.94;119.95;123.42;125.01;125.83;125.82;129.17;129.18;129.20;130.39;130.42;130.62;138.78;138.78;148.99;149.41;149.42;149.43
306;13jan2215  1700;150.12;150.13;150.93;151.06;163.87;103.27;103.30;103.58;103.58;104.36;104.37;107.80;107.81;108.07;108.06;97.39;119.94;119.95;123.42;125.01;125.83;125.82;129.17;129.18;129.20;130.39;130.42;130.62;138.79;138.78;148.99;149.42;149.43;149.43
307;13jan2215  1800;150.12;150.13;150.93;151.06;163.87;103.27;103.31;103.58;103.58;104.36;104.37;107.81;107.81;108.08;108.07;97.39;119.95;119.95;123.42;125.01;125.83;125.82;129.17;129.18;129.20;130.39;130.42;130.62;138.79;138.78;148.99;149.42;149.43;149.43
308;13jan2215  1900;150.12;150.13;150.93;151.06;163.87;103.27;103.31;103.58;103.58;104.36;104.37;107.81;107.81;108.08;108.07;97.39;119.95;119.95;123.42;125.02;125.83;125.83;129.17;129.19;129.20;130.40;130.42;130.62;138.79;138.78;148.99;149.42;149.43;149.43
309;13jan2215  2000;150.12;150.13;150.93;151.06;163.87;103.28;103.31;103.58;103.59;104.37;104.37;107.81;107.81;108.08;108.07;97.40;119.95;119.95;123.42;125.02;125.84;125.83;129.18;129.19;129.20;130.40;130.42;130.62;138.79;138.79;148.99;149.42;149.43;149.43
310;13jan2215  2100;150.12;150.13;150.93;151.06;163.87;103.28;103.32;103.59;103.59;104.37;104.37;107.81;107.82;108.08;108.07;97.40;119.95;119.96;123.42;125.02;125.84;125.83;129.18;129.19;129.21;130.40;130.42;130.62;138.79;138.79;148.99;149.42;149.43;149.43
311;13jan2215  2200;150.12;150.13;150.93;151.06;163.87;103.28;103.32;103.59;103.59;104.37;104.38;107.82;107.82;108.09;108.08;97.40;119.95;119.96;123.42;125.02;125.84;125.83;129.18;129.19;129.21;130.40;130.43;130.62;138.79;138.79;148.99;149.42;149.43;149.43
312;13jan2215  2300;150.12;150.13;150.93;151.06;163.87;103.28;103.32;103.59;103.60;104.37;104.38;107.82;107.82;108.09;108.08;97.41;119.95;119.96;123.42;125.02;125.84;125.83;129.18;129.19;129.21;130.40;130.43;130.62;138.79;138.79;148.99;149.42;149.43;149.43
313;14jan2215  0000;150.12;150.13;150.93;151.06;163.87;103.29;103.32;103.60;103.60;104.37;104.38;107.82;107.82;108.09;108.08;97.41;119.95;119.96;123.42;125.03;125.84;125.83;129.18;129.19;129.21;130.40;130.43;130.62;138.79;138.79;148.99;149.42;149.43;149.43
314;14jan2215  0100;150.12;150.13;150.93;151.06;163.87;103.29;103.33;103.60;103.60;104.37;104.38;107.82;107.83;108.09;108.08;97.41;119.95;119.96;123.43;125.03;125.84;125.83;129.18;129.19;129.21;130.41;130.43;130.62;138.79;138.79;148.99;149.42;149.43;149.43
315;14jan2215  0200;150.12;150.13;150.93;151.06;163.87;103.29;103.33;103.60;103.60;104.37;104.38;107.82;107.83;108.09;108.08;97.41;119.96;119.96;123.43;125.03;125.84;125.84;129.18;129.19;129.21;130.41;130.43;130.62;138.79;138.79;148.99;149.42;149.43;149.43
